	SRR7359524	SRR7359523	SRR7359522	SRR7359521	SRR7359528	SRR7359527	SRR7359526	SRR7359525
peak_100332	0	0	0	0	0	0	0	0.659955311222994
peak_100333	0	0	0	0	0	0	0.717594443942245	0
peak_100334	0	0	0	0	0	0	0	0.659955311222994
peak_100335	0	0	0	0	0	0	0	0.659955311222994
peak_100336	0	0	0	1.4580111421633	0	0	0.717594443942245	0
peak_100337	0	0	0	0	0	0.776145176973932	0	0
peak_100338	0	0	0	0	0	1.55229035394786	0	0
peak_100339	0	0	0	0	0	0	0	0.659955311222994
peak_10034	0	0	0	0	0	0.776145176973932	0	0
peak_100340	0	0	0	1.4580111421633	0	1.55229035394786	0	0
peak_100341	0	0	1.49556127951153	0	0	0.776145176973932	0	0
peak_100342	0	0	0	0	0	0	0	0.659955311222994
peak_100343	0	0	0	0	0	0	0	0.659955311222994
peak_100344	0	0	0	0	0	0	0	0.659955311222994
peak_100345	0	0	0	0	0	0	0	0.659955311222994
peak_100346	0	0	0	0	0	0	0	0.659955311222994
peak_100347	0	0	0	0	0	0.776145176973932	0	0
peak_100348	0	0	0	0	0	0	0.717594443942245	0
peak_100349	0	0	0	0	0	0.776145176973932	0	0
peak_10035	0	0	1.49556127951153	0	0	0.776145176973932	0	0
peak_100350	0	0	0	0	0.921147873931724	0	0	0.659955311222994
peak_100351	0	0	0	0	0	0.776145176973932	0	0
peak_100352	0	0	1.49556127951153	0	0	0.776145176973932	0	0
peak_100353	0	0	0	0	0	0	0	1.31991062244599
peak_100354	0	0	0	0	0	0	0.717594443942245	0
peak_100355	0	0	0	0	0	0	1.43518888788449	0
peak_100356	0	0	0	0	0	0	0	0.659955311222994
peak_100357	0	0	0	0	0	0.776145176973932	0	0
peak_100358	0	0	0	0	0	0.776145176973932	0	0
peak_100359	0	0	0	0	0	0.776145176973932	0	0.659955311222994
peak_10036	0.919198308727221	0	0	1.4580111421633	0	0.776145176973932	0	0
peak_100360	0	0	0	0	0	0.776145176973932	0	0
peak_100361	0	0	0	0	0	0	0	1.31991062244599
peak_100362	0	0	0	0	0	0	0.717594443942245	0
peak_100363	0	0	0	0	0	0	0	0.659955311222994
peak_100364	0	0	1.49556127951153	0	0	0.776145176973932	0	0
peak_100365	0	0	0	0	0	0.776145176973932	0	0
peak_100366	0	0	0	0	0	0	0	0.659955311222994
peak_100367	0	0	0	2.91602228432661	0	0.776145176973932	0.717594443942245	0
peak_100368	0	0	0	0	1.84229574786345	0	0	0
peak_100369	0	0	0	1.4580111421633	1.84229574786345	0	0	0
peak_10037	0	0	0	0	0	0.776145176973932	0	0
peak_100370	0	0	0	0	0	0.776145176973932	0	0
peak_100371	0	0	0	0	1.84229574786345	0	0	0
peak_100372	0	0	0	0	0	0	1.43518888788449	0
peak_100373	0	0	0	0	0	0	0.717594443942245	0
peak_100374	0	1.17917497231001	0	0	0	0	0.717594443942245	0
peak_100375	0	0	0	0	0	0	0.717594443942245	0.659955311222994
peak_100376	0	0	0	0	1.84229574786345	0	0	0
peak_100377	0	0	0	0	0	0	0	0.659955311222994
peak_100378	0	0	0	0	0	0	0	0.659955311222994
peak_100379	0	0	0	0	0	0	0	0.659955311222994
peak_10038	0	0	0	0	0	0	1.43518888788449	0
peak_100380	0	0	0	0	0	0	0	0.659955311222994
peak_100381	0	0	0	0	0	0.776145176973932	0	0
peak_100382	0	0	0	0	0	0.776145176973932	0	0
peak_100383	0	0	0	0	1.84229574786345	0	0	0
peak_100384	0	0	0	0	0	0	0.717594443942245	0
peak_100385	0	0	0	0	0	0	0	0.659955311222994
peak_100386	0	0	0	0	0	0	0	0.659955311222994
peak_100387	0	0	0	0	0	0	0	0.659955311222994
peak_100388	0	0	0	0	0	0	0.717594443942245	0
peak_100389	0	0	0	0	0.921147873931724	0	0.717594443942245	0
peak_10039	0	0	0	0	0	0	0.717594443942245	0
peak_100390	0	0	0	0	0	0.776145176973932	0	0
peak_100391	0	0	0	0	0	0.776145176973932	0	0
peak_100392	0	0	0	1.4580111421633	0	0.776145176973932	0	0
peak_100393	0	0	0	0	0	0	0.717594443942245	0
peak_100394	0	0	0	0	0	0	0.717594443942245	0
peak_100395	0	0	0	0	0	0	0.717594443942245	0
peak_100396	0	0	0	0	0	0.776145176973932	0.717594443942245	0
peak_100397	0	0	0	0	0	0.776145176973932	0	0
peak_100398	0	0	0	0	0	0	0.717594443942245	0
peak_100399	0	0	0	0	0	0	0.717594443942245	0
peak_1004	0	0	0	0	0	0	0	0.659955311222994
peak_10040	0	0	0	0	0	0	0.717594443942245	0
peak_100400	0	0	0	0	0	0	0.717594443942245	0
peak_100401	0	0	0	1.4580111421633	0	0	1.43518888788449	0
peak_100402	0	0	0	0	0	0	0.717594443942245	0
peak_100403	0	0	0	0	0	0	0.717594443942245	0
peak_100404	0	0	0	1.4580111421633	0	0	0.717594443942245	0
peak_100405	0	0	0	0	0	0	0.717594443942245	0
peak_100406	0	1.17917497231001	0	0	0	0	0.717594443942245	0
peak_100407	0	0	0	0	0	0	0.717594443942245	0
peak_100408	0	0	0	0	0	0	0.717594443942245	0
peak_100409	0	0	0	1.4580111421633	0	0	0.717594443942245	0
peak_10041	0	0	0	0	0	0	0.717594443942245	0
peak_100410	0	0	0	0	0	0	0.717594443942245	0
peak_100411	0	0	0	0	0	0	0.717594443942245	0
