	SRR7359524	SRR7359523	SRR7359522	SRR7359521	SRR7359528	SRR7359527	SRR7359526	SRR7359525
peak_100412	0	0	0	0	0	0	0	0.659955311222994
peak_100413	0	0	0	0	0	0.776145176973932	0	0
peak_100414	0	0	0	0	0	0.776145176973932	0	0
peak_100415	0	0	0	1.4580111421633	0	0	0.717594443942245	0
peak_100416	0	0	0	0	0	0	0	0.659955311222994
peak_100417	0	0	0	0	0	0	0	0.659955311222994
peak_100418	0	0	0	0	0	0	0	0.659955311222994
peak_100419	0	0	0	0	0	1.55229035394786	0	0
peak_10042	0	0	0	0	0	0	0	0.659955311222994
peak_100420	0	0	0	0	0	0	0.717594443942245	0
peak_100421	0	0	0	0	0	1.55229035394786	0	0
peak_100422	0	0	0	0	0	0.776145176973932	0	0
peak_100423	0	0	0	0	0	0.776145176973932	0	0
peak_100424	0	0	0	0	0	0.776145176973932	0	0
peak_100425	0	0	0	1.4580111421633	1.84229574786345	0	0	0
peak_100426	0	0	0	0	0	0	1.43518888788449	0
peak_100427	0	0	0	1.4580111421633	0	0	0.717594443942245	0
peak_100428	0	0	0	0	0.921147873931724	0	0.717594443942245	0
peak_100429	0	0	0	0	1.84229574786345	0	0	0
peak_10043	0	0	0	0	0	0.776145176973932	0	0
peak_100430	0	0	0	0	1.84229574786345	0	0	0
peak_100431	0	0	0	0	0	0	0	0.659955311222994
peak_100432	0	0	0	1.4580111421633	1.84229574786345	0	0	0
peak_100433	0	0	0	0	0.921147873931724	0	0.717594443942245	0
peak_100434	0	0	0	0	0	0	0.717594443942245	0
peak_100435	0	0	0	0	0	0	0.717594443942245	0
peak_100436	0	0	0	0	0	0	0.717594443942245	0
peak_100437	0	0	0	0	0	0	0.717594443942245	0
peak_100438	0	0	0	0	1.84229574786345	0	0	0
peak_100439	0	0	0	0	0	0	0.717594443942245	0
peak_10044	0	0	0	0	0	0	0.717594443942245	0
peak_100440	0	0	0	0	0	0.776145176973932	0	0
peak_100441	0.919198308727221	0	0	0	0	0.776145176973932	0	0
peak_100442	0	0	0	0	0	0	0	0.659955311222994
peak_100443	0	0	0	0	0	0.776145176973932	0	0
peak_100444	0	0	0	0	0	0	0	0.659955311222994
peak_100445	0	0	0	0	0	1.55229035394786	0	0
peak_100446	0	0	0	0	0	0	0.717594443942245	0
peak_100447	0	0	0	4.37403342648991	0	0	0.717594443942245	0
peak_100448	0	0	0	0	0	2.3284355309218	0	0
peak_100449	0	0	0	0	0	0.776145176973932	0	0
peak_10045	0	0	0	0	0	0	1.43518888788449	0
peak_100450	0	0	0	0	0	0.776145176973932	0	0
peak_100451	0	0	0	0	0	0	0.717594443942245	0
peak_100452	0	0	0	0	0	0	0	0.659955311222994
peak_100453	0	0	1.49556127951153	0	0	1.55229035394786	0	0
peak_100454	0	0	0	0	0	1.55229035394786	0	0
peak_100455	0	0	0	0	0	0.776145176973932	0	0
peak_100456	0	0	0	0	0	0.776145176973932	0	0
peak_100457	0	0	0	0	0	0.776145176973932	0	0
peak_100458	0	0	0	0	0	0.776145176973932	0	0
peak_100459	0	0	0	0	0	0	0	0.659955311222994
peak_10046	0	0	0	0	0	0	0.717594443942245	0
peak_100460	0	1.17917497231001	0	0	0	0	0.717594443942245	0
peak_100461	0	0	0	0	0	0.776145176973932	0	0
peak_100462	0	0	0	0	0	0	0.717594443942245	0
peak_100463	0	0	0	2.91602228432661	0	0	0.717594443942245	0
peak_100464	0	0	0	1.4580111421633	0	0.776145176973932	0	0
peak_100465	0	0	0	0	0	0.776145176973932	0	0
peak_100466	0	0	0	0	0	0.776145176973932	0	0
peak_100467	0	0	0	0	0	0	0	0.659955311222994
peak_100468	0	0	0	0	0	0.776145176973932	0	0
peak_100469	0	0	0	1.4580111421633	0	0	0.717594443942245	0
peak_10047	0	0	0	1.4580111421633	0	0.776145176973932	0.717594443942245	0
peak_100470	0	0	0	0	0	0	0.717594443942245	0
peak_100471	0	0	0	0	0	0	0	0.659955311222994
peak_100472	0	0	0	0	0	0	0	0.659955311222994
peak_100473	0	0	0	0	0	0	0	0.659955311222994
peak_100474	0	0	0	0	0	0.776145176973932	0	0
peak_100475	0	0	0	1.4580111421633	0	1.55229035394786	0	0
peak_100476	0	0	0	0	0	0	0	0.659955311222994
peak_100477	0	0	0	0	0	0.776145176973932	0	0
peak_100478	0	0	0	0	0	0	0.717594443942245	0
peak_100479	0	0	0	0	3.6845914957269	0	0	0
peak_10048	0	0	0	0	0	0	0.717594443942245	0
peak_100480	0	0	0	0	0	0	0.717594443942245	0
peak_100481	0	0	0	0	0	0.776145176973932	0	0
peak_100482	0	0	0	2.91602228432661	0	0	0.717594443942245	0
peak_100483	0	0	0	0	0	1.55229035394786	0	0
peak_100484	0	0	0	0	0	0	0.717594443942245	0
peak_100485	0	0	0	0	0	0	0	0.659955311222994
peak_100486	0	0	0	1.4580111421633	0	0	1.43518888788449	0
peak_100487	0	0	0	0	0	0	0.717594443942245	0
peak_100488	0	0	0	1.4580111421633	0	0	2.15278333182673	0
peak_100489	0	0	0	0	0	0	0	0
peak_10049	0	0	0	0	0	0.776145176973932	0	0
peak_100490	0	0	0	0	0	0	0	0
peak_100491	0	0	0	0	0	0	0.717594443942245	0
peak_100492	0	0	0	0	0.921147873931724	0	0	0.659955311222994
peak_100493	0	0	0	0	0	0	0.717594443942245	0
peak_100494	0	0	0	0	0	0	1.43518888788449	0
peak_100495	0	0	0	0	0	0	0.717594443942245	0
peak_100496	0	0	0	0	0	0	0.717594443942245	0
peak_100497	0	0	0	0	0	0	0.717594443942245	0
peak_100498	0	0	0	0	0	0.776145176973932	0	0
peak_100499	0	0	0	0	0	0	0	0.659955311222994
peak_1005	0	0	0	2.91602228432661	0	3.10458070789573	0	0
peak_10050	0.919198308727221	0	0	0	0	0.776145176973932	0	0
peak_100500	0	0	0	0	0	0.776145176973932	0	0
peak_100501	0	0	0	0	0	0	0.717594443942245	0
peak_100502	0	0	0	0	0	0	0.717594443942245	0
peak_100503	0	0	0	0	0	0.776145176973932	0	0
peak_100504	0	0	0	0	0	0.776145176973932	0	0
peak_100505	0	0	0	0	0	0	0.717594443942245	0
peak_100506	0	0	0	1.4580111421633	0	0	0.717594443942245	0
peak_100507	0	0	0	0	0	0	0	1.31991062244599
peak_100508	0	0	0	0	0	0.776145176973932	0	0
peak_100509	0	0	0	0	0	0	0.717594443942245	0
peak_10051	0	0	0	0	0	0	0.717594443942245	0.659955311222994
peak_100510	0	0	0	0	0	0	0.717594443942245	0
peak_100511	0	0	0	1.4580111421633	0	0	0.717594443942245	0
peak_100512	0	0	0	0	0	0	0.717594443942245	0
peak_100513	0	0	0	0	0	0	0	0
peak_100514	0	0	0	0	0	0	0	0
peak_100515	0	0	0	1.4580111421633	0	0.776145176973932	0	0
peak_100516	0	0	0	0	0	0	0	0.659955311222994
peak_100517	0	0	0	0	0	0	0.717594443942245	0
peak_100518	0	0	0	0	0	0	0.717594443942245	0
peak_100519	0	0	0	0	0	0.776145176973932	0	0
peak_10052	0	0	0	1.4580111421633	0	0	0.717594443942245	0.659955311222994
peak_100520	0	0	0	0	0	0	0.717594443942245	0
peak_100521	0	0	0	0	0	0	0.717594443942245	0
peak_100522	0	0	0	0	0	0	0.717594443942245	0
peak_100523	0	0	0	0	0	0	0.717594443942245	0
peak_100524	0	0	0	0	0	0	0.717594443942245	0
peak_100525	0	0	0	0	0	0.776145176973932	0	0
peak_100526	0	0	0	0	0	0.776145176973932	0	0
peak_100527	0	0	0	0	0	0.776145176973932	0	0
peak_100528	0	0	0	0	0	0	0	0.659955311222994
peak_100529	0	0	0	0	0	1.55229035394786	0	0
peak_10053	0	0	0	0	0	0	0	0.659955311222994
peak_100530	0	0	0	0	0	0	1.43518888788449	0
peak_100531	0	0	0	1.4580111421633	0	0	0	1.31991062244599
peak_100532	0	0	0	0	0	0	0.717594443942245	0
peak_100533	0	0	0	0	0	0.776145176973932	0	0
peak_100534	0	0	0	0	0	0.776145176973932	0	0
peak_100535	0	0	0	0	0	0	0.717594443942245	0
peak_100536	0	0	0	0	0	0	0	0.659955311222994
peak_100537	0	0	0	0	0	0	0	0.659955311222994
peak_100538	0	0	0	0	0	0	0	1.31991062244599
peak_100539	0	0	0	0	0	0	0.717594443942245	0
peak_10054	0	0	0	0	0	0	0.717594443942245	0
peak_100540	0	0	0	1.4580111421633	0	1.55229035394786	0.717594443942245	0
peak_100541	0	0	0	0	0	0	0.717594443942245	0
peak_100542	0	0	0	1.4580111421633	0	0	0.717594443942245	0
peak_100543	0	0	0	2.91602228432661	0	0	0.717594443942245	0.659955311222994
peak_100544	0	0	0	0	0	0	1.43518888788449	0
peak_100545	0	0	0	0	0	0	0.717594443942245	0
peak_100546	0	0	0	0	0	0.776145176973932	0	0
peak_100547	0	0	0	0	0	0	0	0.659955311222994
peak_100548	0	0	0	0	0	0	0.717594443942245	0
peak_100549	0	0	0	1.4580111421633	0	0	0.717594443942245	0
peak_10055	0	0	0	1.4580111421633	0	1.55229035394786	0	0
peak_100550	0	0	0	0	0	0.776145176973932	0	0
peak_100551	0	0	0	0	0	0	0.717594443942245	0
peak_100552	0	0	0	0	0	0	0.717594443942245	0
peak_100553	0	0	0	0	0	0	0	0.659955311222994
peak_100554	0	0	0	0	0	0.776145176973932	0	0
peak_100555	0	0	0	0	0	0.776145176973932	0	0
peak_100556	0	0	0	0	0	0	0.717594443942245	0
peak_100557	0	0	0	1.4580111421633	0	0	0.717594443942245	0
peak_100558	0	0	0	0	0	0.776145176973932	0	0
peak_100559	0	0	0	0	0	0	0	0.659955311222994
peak_10056	0	0	0	0	0	0.776145176973932	0	0
peak_100560	0	0	0	1.4580111421633	0	0	0.717594443942245	0
peak_100561	0	0	1.49556127951153	0	0	0.776145176973932	0	0
peak_100562	0	0	0	0	0.921147873931724	0	0	0.659955311222994
peak_100563	0	0	0	0	1.84229574786345	0.776145176973932	0	0
peak_100564	0	0	1.49556127951153	0	1.84229574786345	0	0	0
peak_100565	0	0	0	0	0	0	0	0.659955311222994
peak_100566	0.919198308727221	2.35834994462003	0	0	0	0	0.717594443942245	0.659955311222994
peak_100567	0	0	0	0	0.921147873931724	0	0	0.659955311222994
peak_100568	0	0	0	0	1.84229574786345	0	0	0
peak_100569	0	0	0	2.91602228432661	0	0	0.717594443942245	0
peak_10057	0	0	0	0	0	0.776145176973932	0	0
peak_100570	0	0	0	0	0.921147873931724	0.776145176973932	0.717594443942245	0
peak_100571	0	0	0	1.4580111421633	1.84229574786345	0	0	0
peak_100572	0	0	1.49556127951153	0	0	0.776145176973932	0	0
peak_100573	0	0	0	1.4580111421633	0	0	1.43518888788449	0
peak_100574	0	0	0	0	0	0	0	0.659955311222994
peak_100575	0	0	0	0	0	0	0	0.659955311222994
peak_100576	0	0	0	0	0	0	0.717594443942245	0
peak_100577	0	0	0	0	0	0	0.717594443942245	0
peak_100578	0	0	0	0	0	0.776145176973932	0	0
peak_100579	0	0	0	0	0	0	0	0.659955311222994
peak_10058	0	1.17917497231001	0	1.4580111421633	0	0	0.717594443942245	0
peak_100580	0	0	0	0	0	0.776145176973932	0	0
peak_100581	0	0	0	0	0	0.776145176973932	0	0
peak_100582	0	0	0	0	0	0	0	0.659955311222994
peak_100583	0	0	0	0	0	0.776145176973932	0	0
peak_100584	0	0	0	0	0	0	0	0.659955311222994
peak_100585	0	0	0	0	0	0	0.717594443942245	0
peak_100586	0	0	0	1.4580111421633	0	0	0.717594443942245	0
peak_100587	0.919198308727221	0	0	0	0	0	0.717594443942245	0
peak_100588	0	1.17917497231001	0	1.4580111421633	0	0	0.717594443942245	0
peak_100589	0	0	0	0	0	0.776145176973932	0	0
peak_10059	0	0	0	0	0	0.776145176973932	0.717594443942245	0
peak_100590	0	0	0	0	0	0	0.717594443942245	0
peak_100591	0	0	0	0	0	0	0.717594443942245	0
peak_100592	0	0	0	0	0	0	0.717594443942245	0
peak_100593	0	0	0	0	0	0	0	0.659955311222994
peak_100594	0	0	0	0	0	0.776145176973932	0	0
peak_100595	0	0	0	0	0	1.55229035394786	0	0
peak_100596	0	0	0	0	0	0.776145176973932	0	0
peak_100597	0	0	0	0	0	0.776145176973932	0	0
peak_100598	0	0	0	0	0	0.776145176973932	0	0
peak_100599	0	0	0	0	0	0	0.717594443942245	0
peak_1006	0	0	0	0	0	0	0.717594443942245	0
peak_10060	0	0	0	0	0	0	0	0.659955311222994
peak_100600	0	0	0	0	0	0	0	0.659955311222994
peak_100601	0	0	0	1.4580111421633	0	0	0.717594443942245	0
peak_100602	0	0	0	4.37403342648991	0	0.776145176973932	0	0
peak_100603	0	0	0	0	0	0.776145176973932	0	0
peak_100604	0	0	0	0	0	0	0.717594443942245	0
peak_100605	0	0	0	1.4580111421633	0	0.776145176973932	0	0
peak_100606	0	0	0	1.4580111421633	0	0.776145176973932	0	0
peak_100607	0	0	0	0	0	0	0	0.659955311222994
peak_100608	0	0	0	0	0	0	0.717594443942245	0
peak_100609	0	0	0	0	0	0.776145176973932	0	0
peak_10061	0	0	0	0	0	0	0	2.63982124489198
peak_100610	0	0	0	0	0	0	0	0.659955311222994
peak_100611	0	0	0	0	0	0	0	0.659955311222994
peak_100612	0	0	0	0	0	0	0	0.659955311222994
peak_100613	0	0	0	0	0	0.776145176973932	0	0
peak_100614	0	0	0	0	0	1.55229035394786	0	0
peak_100615	0	0	0	0	0	0	0	0.659955311222994
peak_100616	0	0	0	0	0	0	0	1.31991062244599
peak_100617	0	0	0	0	0	0	0	0.659955311222994
peak_100618	0	0	0	0	0	0.776145176973932	0	0
peak_100619	0	0	0	0	0	0	0	0.659955311222994
peak_10062	0	0	0	0	0	0	0	0.659955311222994
peak_100620	0	0	0	0	0	0	0	0.659955311222994
peak_100621	0.919198308727221	0	0	0	0	0.776145176973932	0	0
peak_100622	0	0	0	1.4580111421633	0	0.776145176973932	0	0
peak_100623	0	0	0	0	0	0.776145176973932	0	0
peak_100624	0	0	0	0	0	0	1.43518888788449	0
peak_100625	0	0	0	1.4580111421633	0	0.776145176973932	0	0
peak_100626	0	0	0	1.4580111421633	0	0.776145176973932	0	0
peak_100627	0	0	0	0	0	1.55229035394786	0	0
peak_100628	0	0	0	0	0	0.776145176973932	0	0
peak_100629	0	0	0	1.4580111421633	0	0.776145176973932	0	0
peak_10063	0	0	0	0	0	0	0.717594443942245	0
peak_100630	0	0	0	0	0	0.776145176973932	0	0
peak_100631	0	0	0	0	0	0.776145176973932	0	0
peak_100632	0	0	0	0	0	0.776145176973932	0	0
peak_100633	0	0	0	0	0	0	0	0.659955311222994
peak_100634	0	0	0	0	0	0.776145176973932	0	0
peak_100635	0	0	0	0	0	0	0.717594443942245	0
peak_100636	0	0	0	0	0	0	0.717594443942245	0
peak_100637	0	0	0	0	0	0	0	0.659955311222994
peak_100638	0	0	0	0	0	0	0.717594443942245	0
peak_100639	0	0	0	0	0	0.776145176973932	0	0
peak_10064	0	0	0	0	0	0	0	0.659955311222994
peak_100640	0	0	0	0	0	0.776145176973932	0	0
peak_100641	0	0	0	0	0	0	0	0.659955311222994
peak_100642	0	0	0	0	0	0	0.717594443942245	0.659955311222994
peak_100643	0	0	0	0	0	0.776145176973932	0	0
peak_100644	0	0	0	0	0	0	1.43518888788449	0
peak_100645	0	0	0	0	0	0	0	0.659955311222994
peak_100646	0	0	0	0	0	0	0	0.659955311222994
peak_100647	0	0	0	0	0	0.776145176973932	0	0
peak_100648	0	0	0	0	0	0	0.717594443942245	0
peak_100649	0	0	0	0	0	0	0.717594443942245	0
peak_10065	0	0	0	0	0	0.776145176973932	0	0
peak_100650	0	0	0	0	0	0.776145176973932	0	0
peak_100651	0	0	0	0	0	0	0.717594443942245	0
peak_100652	0	0	0	0	0	0.776145176973932	0	0
peak_100653	0	0	0	0	0	0.776145176973932	0	0
peak_100654	0	0	0	0	0	0.776145176973932	0	0
peak_100655	0	0	0	0	0	0	0.717594443942245	0
peak_100656	0	0	0	0	0	0.776145176973932	0	0
peak_100657	0	0	0	0	0	0	0	0.659955311222994
peak_100658	0	0	0	0	0.921147873931724	0.776145176973932	0	0
peak_100659	0	0	0	0	0	0	0	0
peak_10066	0	0	0	0	0	0.776145176973932	0	0
peak_100660	0	0	0	0	0	0	2.15278333182673	0
peak_100661	0	0	0	0	0	1.55229035394786	0	0
peak_100662	0	0	0	0	0	0.776145176973932	0	0
peak_100663	0	0	0	0	0	0.776145176973932	0	0
peak_100664	0	0	0	2.91602228432661	0	0.776145176973932	0	0
peak_100665	0	0	0	0	0	0	0.717594443942245	0
peak_100666	0	0	0	1.4580111421633	0	0	0.717594443942245	0
peak_100667	0	0	0	0	0	0	0.717594443942245	0
peak_100668	0	0	0	0	0	0	0.717594443942245	0
peak_100669	0	0	0	0	0.921147873931724	0	0.717594443942245	0
peak_10067	0	0	0	0	0	0.776145176973932	0	0
peak_100670	0	0	0	0	0	0	0.717594443942245	0
peak_100671	0	0	0	0	0	0	0.717594443942245	0
peak_100672	1.83839661745444	0	0	0	0	0	0.717594443942245	0
peak_100673	0	0	0	0	0	0	0	0.659955311222994
peak_100674	0	0	0	0	0	0	0.717594443942245	0
peak_100675	0	0	0	0	0	0	0	0.659955311222994
peak_100676	0	0	0	0	0	0	0	0.659955311222994
peak_100677	0	0	0	0	0	0	0.717594443942245	0
peak_100678	0	0	0	0	0	0	0.717594443942245	0
peak_100679	0	0	0	0	1.84229574786345	0	0	0.659955311222994
peak_10068	0	0	0	1.4580111421633	0	0.776145176973932	0	0
peak_100680	0	0	0	0	0	0.776145176973932	0	0
peak_100681	0	0	0	1.4580111421633	0	0.776145176973932	0	0
peak_100682	0	0	0	0	0	0	0	0.659955311222994
peak_100683	0	0	0	2.91602228432661	0	0.776145176973932	0	0
peak_100684	0	0	0	0	0	0.776145176973932	0	0
peak_100685	0	0	0	1.4580111421633	0	0.776145176973932	0	0
peak_100686	0	0	0	0	0	0	1.43518888788449	0
peak_100687	0	0	0	1.4580111421633	0	0	0.717594443942245	0
peak_100688	0	0	0	0	0	0.776145176973932	0	0
peak_100689	0	0	0	0	0	0	0	0.659955311222994
peak_10069	0	1.17917497231001	0	0	0	0	0.717594443942245	0
peak_100690	0	0	0	0	0	0	0	0.659955311222994
peak_100691	0	0	0	1.4580111421633	0	0.776145176973932	0	0
peak_100692	0	0	0	0	0	0.776145176973932	0	0
peak_100693	0	0	0	0	0	0.776145176973932	0	0
peak_100694	0	0	0	0	0	0	0	0.659955311222994
peak_100695	0	0	0	0	0	0.776145176973932	0	0
peak_100696	0	0	0	1.4580111421633	0	0.776145176973932	2.15278333182673	0.659955311222994
peak_100697	0	0	0	0	0	0	0.717594443942245	0
peak_100698	0	0	0	0	0	0.776145176973932	0	0
peak_100699	0	0	0	0	0	0	0	0.659955311222994
peak_1007	0	0	0	0	0	0	0	0.659955311222994
peak_10070	0	0	0	0	0.921147873931724	0.776145176973932	0	0
peak_100700	0	0	0	0	0	0	0.717594443942245	0
peak_100701	0	0	0	0	0	0.776145176973932	0	0
peak_100702	0	0	0	0	0	0	0.717594443942245	0
peak_100703	0	0	0	0	0	0	0.717594443942245	0.659955311222994
peak_100704	0	0	0	0	0	0	0.717594443942245	0
peak_100705	0	0	0	0	0	0	0	1.31991062244599
peak_100706	0	0	0	0	0	0	0	0.659955311222994
peak_100707	0	0	0	0	0	0	0	0.659955311222994
peak_100708	0	0	0	0	0	0	0	0.659955311222994
peak_100709	0	0	0	0	1.84229574786345	0	0	0
peak_10071	0	0	0	1.4580111421633	0	0.776145176973932	0	0
peak_100710	0	0	0	0	0	0	0.717594443942245	0
peak_100711	0	0	0	2.91602228432661	0	0	1.43518888788449	0
peak_100712	0	0	0	0	0	0	0.717594443942245	0
peak_100713	0	0	0	0	0	0.776145176973932	0	0
peak_100714	0	0	0	0	0	0	0.717594443942245	0
peak_100715	0	0	0	0	0	0.776145176973932	0	0
peak_100716	0	0	0	0	0	0	0	0.659955311222994
peak_100717	0	0	0	1.4580111421633	0	0.776145176973932	0	0
peak_100718	0	0	0	0	0	0	0	0.659955311222994
peak_100719	0	0	0	0	0	0	0.717594443942245	0
peak_10072	0	0	1.49556127951153	0	0	0	0	0.659955311222994
peak_100720	0	0	0	0	0	1.55229035394786	0	0
peak_100721	0	0	0	1.4580111421633	0	0	0.717594443942245	0
peak_100722	0	0	0	1.4580111421633	0	0.776145176973932	0	0
peak_100723	0	0	0	0	0	0.776145176973932	0	0
peak_100724	0	0	0	0	0	0	1.43518888788449	0
peak_100725	0	0	0	0	0	0	0.717594443942245	0
peak_100726	0	0	0	0	0	0	0	0.659955311222994
peak_100727	0	0	0	0	0	0	0.717594443942245	0
peak_100728	0	0	0	0	0	0	0	0.659955311222994
peak_100729	0	0	0	0	0	0	0.717594443942245	0
peak_10073	0	0	0	0	0	0.776145176973932	0	0
peak_100730	0	1.17917497231001	0	0	0	0	0	0.659955311222994
peak_100731	0	0	0	0	0	0	0	0.659955311222994
peak_100732	0	0	0	0	0	0.776145176973932	0	0
peak_100733	0	0	0	0	0	0	1.43518888788449	0
peak_100734	0	0	0	0	0	0	0.717594443942245	0
peak_100735	0	0	0	0	0	0	0.717594443942245	0
peak_100736	0	0	0	0	0	0.776145176973932	0	0
peak_100737	0	0	1.49556127951153	1.4580111421633	0	0.776145176973932	0	0
peak_100738	0	0	0	0	0	0	0.717594443942245	0
peak_100739	0	0	0	0	0	0.776145176973932	0	0
peak_10074	0	0	0	0	0	0.776145176973932	0	0
peak_100740	0	0	0	0	0	0	0.717594443942245	0
peak_100741	0	0	0	0	0	0.776145176973932	0	0
peak_100742	0	0	0	0	0	0.776145176973932	0	0
peak_100743	0	0	0	0	0	0	0	0.659955311222994
peak_100744	0	0	0	0	0	0	0.717594443942245	0
peak_100745	0	0	0	0	0	0	0	0.659955311222994
peak_100746	0	0	0	0	0	0.776145176973932	0	0
peak_100747	0	0	0	0	0	0	0	0.659955311222994
peak_100748	0	0	0	0	0	0	0	0.659955311222994
peak_100749	0	0	0	0	0	0	0.717594443942245	0
peak_10075	0	0	0	0	0	0.776145176973932	0	0
peak_100750	0	0	0	0	0	0.776145176973932	0	0
peak_100751	0	0	0	0	0	0.776145176973932	0	0
peak_100752	0	0	0	0	0	0.776145176973932	0	0
peak_100753	0	0	0	0	0	0.776145176973932	0	0
peak_100754	0	0	0	0	0	0.776145176973932	0	0
peak_100755	0	0	1.49556127951153	0	0	0	0	0.659955311222994
peak_100756	0	0	0	0	0	0	0	0.659955311222994
peak_100757	0	0	0	0	0	0.776145176973932	0	0
peak_100758	0	0	0	0	0.921147873931724	0	0	0.659955311222994
peak_100759	0	0	0	0	0	0	0.717594443942245	0
peak_10076	0	0	0	0	0	0.776145176973932	0	0
peak_100760	0	0	0	0	0	0.776145176973932	0	0
peak_100761	0	0	0	0	0	0	0	0.659955311222994
peak_100762	0	0	0	0	0	0	0.717594443942245	0
peak_100763	0	0	0	0	0	0	0	0.659955311222994
peak_100764	0	0	0	0	0	1.55229035394786	0	0
peak_100765	0	0	0	0	0	0	0.717594443942245	0
peak_100766	0	0	0	0	0	0	0.717594443942245	0
peak_100767	0	0	0	0	0	0	0.717594443942245	0
peak_100768	0	0	0	1.4580111421633	0	0	0.717594443942245	0
peak_100769	0	0	0	0	0	0.776145176973932	0	0
peak_10077	0	0	0	1.4580111421633	0	0	0.717594443942245	0
peak_100770	0	0	0	0	0	0	0.717594443942245	0
peak_100771	0	0	0	0	0	0.776145176973932	0	0
peak_100772	0	0	0	0	0	0	0	0.659955311222994
peak_100773	0	0	0	0	0	0	0	0.659955311222994
peak_100774	0	0	0	0	0	0	0.717594443942245	0
peak_100775	0	0	0	0	0	0	0.717594443942245	0
peak_100776	0	0	0	0	0	0.776145176973932	0	1.31991062244599
peak_100777	0	0	0	1.4580111421633	0	0.776145176973932	0	0
peak_100778	0	0	0	0	0	0	0.717594443942245	0
peak_100779	0	0	0	0	0.921147873931724	0	0.717594443942245	0
peak_10078	0	0	0	0	0	0	0	0.659955311222994
peak_100780	0	0	0	0	0	0.776145176973932	0	0
peak_100781	0	0	0	0	1.84229574786345	0	0	0
peak_100782	0	0	0	0	0	0.776145176973932	0	0
peak_100783	0	0	0	1.4580111421633	0	0.776145176973932	0	0
peak_100784	0	0	0	0	0	0	0.717594443942245	0
peak_100785	0	0	0	0	0	0	0	1.31991062244599
peak_100786	0	0	0	0	0	0.776145176973932	0	0
peak_100787	0	0	0	0	0	0.776145176973932	0	0
peak_100788	0	0	0	0	0	0	0.717594443942245	0
peak_100789	0	0	0	0	0	0	0.717594443942245	0
peak_10079	0	0	0	0	0	0	0.717594443942245	0
peak_100790	0	0	0	0	0	0	0.717594443942245	0
peak_100791	0	0	0	0	0	0	0.717594443942245	0
peak_100792	0	0	0	0	0	0	0.717594443942245	0
peak_100793	0	0	0	0	0	0.776145176973932	0	0
peak_100794	0	0	0	0	0	0	0.717594443942245	0
peak_100795	0	0	0	0	0	0	0	0.659955311222994
peak_100796	0	0	0	0	0	0	1.43518888788449	0
peak_100797	0	0	0	0	0	0	0.717594443942245	0
peak_100798	0.919198308727221	0	0	0	0.921147873931724	0.776145176973932	0	0
peak_100799	0	0	0	0	0	0	0	0.659955311222994
peak_1008	0	0	0	0	0	0	0	0.659955311222994
peak_10080	0	0	0	0	0	0	0.717594443942245	0.659955311222994
peak_100800	0	0	0	0	0	0	0	0.659955311222994
peak_100801	0	0	1.49556127951153	0	0	0.776145176973932	0	0
peak_100802	0	0	0	0	0	0.776145176973932	0	0
peak_100803	0	0	0	0	0	0.776145176973932	0	0
peak_100804	0	0	0	1.4580111421633	0	0.776145176973932	0	0
peak_100805	0	0	0	1.4580111421633	0	0.776145176973932	0	0
peak_100806	0	0	0	0	0	0	0	1.31991062244599
peak_100807	0	0	0	0	0	0	0	0.659955311222994
peak_100808	0	0	0	0	0	0	0	0
peak_100809	0	0	0	0	0	0	0	0
peak_10081	0	0	0	0	0	0	0.717594443942245	0
peak_100810	0	0	0	0	0	0.776145176973932	0	0
peak_100811	0	0	0	0	0	0	0	0.659955311222994
peak_100812	0	0	0	0	0	0	0	0.659955311222994
peak_100813	0	0	1.49556127951153	0	0	0	0	0.659955311222994
peak_100814	0	0	0	0	0.921147873931724	0.776145176973932	0	0
peak_100815	0	0	0	0	0.921147873931724	0	0	0.659955311222994
peak_100816	0	0	0	0	0	0	0.717594443942245	0
peak_100817	0	0	0	1.4580111421633	0	0	0.717594443942245	0
peak_100818	0	0	0	1.4580111421633	0.921147873931724	0	0	1.31991062244599
peak_100819	0	0	0	0	0	0	0	0.659955311222994
peak_10082	0	0	0	0	0	0	0	0.659955311222994
peak_100820	0	0	0	0	0	0.776145176973932	0	0
peak_100821	0	0	0	0	0	0.776145176973932	0	0
peak_100822	0	0	0	0	0	0.776145176973932	0	0
peak_100823	0	0	0	0	0	0	0	1.31991062244599
peak_100824	0	0	0	0	0	0	0	0.659955311222994
peak_100825	0	1.17917497231001	0	1.4580111421633	0.921147873931724	0	0	0.659955311222994
peak_100826	0	0	0	0	0	0	0.717594443942245	0
peak_100827	0	0	1.49556127951153	1.4580111421633	0	0	0	1.31991062244599
peak_100828	0	0	0	0	0	0.776145176973932	0	0
peak_100829	0	0	1.49556127951153	1.4580111421633	0	0.776145176973932	0	0
peak_10083	0	0	0	0	0	1.55229035394786	0	0
peak_100830	0	0	0	0	0	0	0	0.659955311222994
peak_100831	0	0	0	0	0	0.776145176973932	0	0
peak_100832	0	0	1.49556127951153	0	0	1.55229035394786	0	0
peak_100833	0	0	0	0	0	0	0	0.659955311222994
peak_100834	0	0	0	0	0	0	0	0.659955311222994
peak_100835	0	0	0	0	0	0	0	0
peak_100836	0	0	0	0	0	0	0	0
peak_100837	0.919198308727221	0	0	1.4580111421633	0	0.776145176973932	0	0
